Categorías,DATA PARA WEB
Orónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uisiguiumai">Uisiguiumai [Cristóbal de Albornoz]</a></p>
Orónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uiticos">Uiticos [Cristóbal de Albornoz]</a></p>
Orónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yarouilca">Yarouilca [Cristóbal de Albornoz]</a></p>
Orónimo,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllinca">Yllinca [Cristóbal de Albornoz]</a></p>
Patología,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#carache">carache [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaman inga">Guaman Inga [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ingas/ynga/yngas">ingas/ynga/yngas [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mango ynga">Mango Ynga [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina amaro">Nina Amaro [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#tito cuxi yupanqui ">Tito Cuxi Yupanqui  [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa amaro/tupa amaro">Topa Amaro/Tupa Amaro [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#topa ynga yupangui/tupa ynga yupangui">Topa Ynga Yupangui/Tupa Ynga Yupangui [Cristóbal de Albornoz]</a></p>
Patronímico,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uiracocha ynga">Uiracocha Ynga [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#antiguos">antiguos [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#añana">Añana [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#atagualpa">Atagualpa [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#atahualpa">Atahualpa [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#auquiszapari">Auquiszapari [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#cacique/caciques">cacique/caciques [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cacique/caciques">cacique/caciques [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#camayo/camayos">camayo/camayos [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#capac yupanqui">Capac Yupanqui [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#capitán">capitán [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#capitán">Capitán [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#capitán/capitanes de atahualpa">capitán/capitanes de Atahualpa [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capitanes">capitanes [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chalcochima">Chalcochima [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#chalcuchima">Chalcuchima [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chavin ">Chavin  [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#curacas">curacas [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cusi amaro">Cusi Amaro [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#cuzco'">Cuzco' [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#cuzco viejo">Cuzco viejo [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzcos">cuzcos [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hechizeros">hechizeros [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#inca/inga/incas">Inca/Inga/Incas [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#indio/indios">indio/indios [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#lengua">lengua [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#lengua">lengua [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#mitimaes">mitimaes [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mitimas">mitimas [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#natural/naturales">natural/naturales [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#nina amaro">Nina Amaro [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#orejon">orejon [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan cochache">Patan Cochache [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#patan llocllachin">Patan Llocllachin [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#principal/principales">principal/principales [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#principales">principales [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#principales">principales [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#quizquiz">Quizquiz [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutuchicos">rutuchicos [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#señor/señores">señor/señores [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#señor/señores">señor/señores [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#señor/señores">señor/señores [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#señor/señores/señorear">señor/señores/señorear [Cristóbal de Mena]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#señora/señoras">señora/señoras [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#tacuri">Tacuri [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui ongos">taqui ongos [Cristóbal de Albornoz]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#tice">Tice [Pedro Sancho]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#viejos">viejos [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yaloparin">Yaloparin [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#yanaconas">yanaconas [Andrés de Vega]</a></p>
Persona,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa'">yllapa' [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acollico/acollicos">acollico/acollicos [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#adoratorios">adoratorios [Andrés de Vega]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#adoratorios">adoratorios [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayra">ayra [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacchaui">cacchaui [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachauis">cachauis [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cachua">cachua [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#çanco">çanco [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#capaccochas">capaccochas [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ceques">Ceques [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chaquira">Chaquira [Andrés de Vega]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coca">coca [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coricancha/curicanche/curicancha">Coricancha/Curicanche/Curicancha [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guaca/guacas">guaca/guacas [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacanqui">guacanqui [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guacas">Guacas [Andrés de Vega]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#gualparicos">gualparicos [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guancas">guancas [Andrés de Vega]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guarachico">guarachico [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#hechizeros">hechizeros [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#machacuay">machacuay [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#mollo/mollos">mollo/mollos [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ormaychico">ormaychico [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pacarisca/pacariscas">pacarisca/pacariscas [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#quiquchicuy">quiquchicuy [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#rutuchicos">rutuchicos [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui ongo">taqui ongo [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui ongos">taqui ongos [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#taqui/taquis/taquies">taqui/taquis/taquies [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#uzno/uznos">uzno/uznos [Cristóbal de Albornoz]</a></p>
Ritual,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yallinaes">yallinaes [Cristóbal de Albornoz]</a></p>
Sacro,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#moyas">moyas [Cristóbal de Albornoz]</a></p>
Sacro,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#pachacama/pachacamac">Pachacama/Pachacamac [Cristóbal de Albornoz]</a></p>
Sacro,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#yllapa'">yllapa' [Cristóbal de Albornoz]</a></p>
Tejido,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cumbe">Cumbe [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#acchu">Acchu [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#achi">Achi [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#ácos">Ácos [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#airamba">Airamba [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ala">Ala [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#alca">Alca [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amarayuilca">Amarayuilca [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#amayabamba">Amayabamba [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#andabailla">Andabailla [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#andaguailas">Andaguailas [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andamayo">Andamayo [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#andes">Andes [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anuñoc/anucñoc">Anuñoc/Anucñoc [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#anuñuc">Anuñuc [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#arequipa">Arequipa [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayas">Ayas [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayas pampa">Ayas pampa [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ayllo/ayllos">ayllo/ayllos [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#biena">Biena [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#bilcas">Bilcas [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#bilcas">Bilcas [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#bilcas">Bilcas [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cacamarca">Cacamarca [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cacicazgos">cacicazgos [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#cajamarca">Cajamarca [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#calca">Calca [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#callao">Callao [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#campichez guaranga">Campichez guaranga [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cancasuetio">Cancasuetio [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#canco">Canco [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#caran">Caran [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caruac">Caruac [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cauansibe">Cauansibe [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cauansibi">Cauansibi [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caxamalca">Caxamalca [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#caxamalca">Caxamalca [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#caxas">Caxas [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caxas">Caxas [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#caxatambo">Caxatambo [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#caylloycoc guanoco">Caylloycoc guanoco [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cena">Cena [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chacacato">Chacacato [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chaupis guaranga">Chaupis guaranga [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chazmal">Chazmal [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chiguata">Chiguata [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chile">Chile [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chile">Chile [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#chincha">Chincha [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chincha">Chincha [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#chincha">Chincha [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chincha">Chincha [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chinchacocha">Chinchacocha [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchay puquio">Chinchay puquio [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chinchaysuyo">Chinchaysuyo [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chongos">Chongos [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chonta">Chonta [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuchua">Chuchua [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#chuerqui">Chuerqui [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#chupaca">Chupaca [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cicaya">Cicaya [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cincos">Cincos [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#ciscai">Ciscai [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#coallo/collao">Coallo/Collao [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#coaque">Coaque [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cochabamba">Cochabamba [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cochacaya">Cochacaya [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cochangara">Cochangara [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#collao">Collao [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collao">Collao [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#collasuyo">Collasuyo [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cómas">Cómas [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#conchacalca">Conchacalca [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#condesuyo">Condesuyo [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cossibamba">Cossibamba [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coyllac">Coyllac [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#coyllap">Coyllap [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#curamba">Curamba [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cusillo">Cusillo [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuxibamba">Cuxibamba [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuyosmango">Cuyosmango [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista20/#cuzco">Cuzco [Cristóbal de Mena]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#cuzco">Cuzco [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#cuzco">Cuzco [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#cuzco">Cuzco [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guacapongo">guacapongo [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guadocherí/guadochirí">Guadocherí/Guadochirí [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guahihilla">Guahihilla [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guaiglia">Guaiglia [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guala">Guala [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guallas">Guallas [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guamachuco">Guamachuco [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guamanga">Guamanga [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guamanga">Guamanga [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guamaní">Guamaní [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista25/#guanaco">Guanaco [Pedro Sancho]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guanaco/guanoco">Guanaco/Guanoco [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guanca guamaní">Guanca Guamaní [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista01/#guancachupa">Guancachupa [Cristóbal de Albornoz]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guancavelica">Guancavelica [Andrés de Vega]</a></p>
Toponimia,<p><a href="https://glosascroniquenses.github.io/Glosario/autores/cronista26/#guancayo">Guancayo [Andrés de Vega]</a></p>
